brand,price,os_name,Processor,RAM Size GB,Storage Size GB,battery_capacity,Dual_Sim,Screen_Size,Refresh_Rate,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,fast_charging_power,4G,5G,Vo5G,NFC,IR_Blaster,Core_Count,Clock_Speed_GHz,Resolution_Width,Resolution_Height,Notch_Type,os_version,rating,b_r,Processor_Category,price_Category,RAM Size GB_Category,Storage Size GB_Category,battery_capacity_Category,fast_charging_power_Category,os_version_Category,Screen_Size_Category,primary_rear_camera_mp_Category,primary_front_camera_mp_Category,Clock_Speed_GHz_Category,Resolution_Width_Category,Resolution_Height_Category,rating_Category
Realme,17999,Android,Dimensity_810,6.0,128.0,5000.0,Yes,6.5,90.0,64.0,3.0,16.0,1.0,Yes,33,Yes,Yes,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,80.0,Realme,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Nokia,49990,Android,Snapdragon_870,8.0,128.0,6000.0,Yes,6.51,144.0,200.0,1.0,32.0,1.0,Yes,44,Yes,Yes,No,No,No,8.0,3.2,1080.0,2408.0,Punch Hole,11.0,80.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,3-4 GHz,640-1080 Width,2160-3840 Height,70-80 rating
itel,2399,Android,Other_3,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Unknown,12.0,80.0,Other,Other,Budget,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
POCO,14999,Android,Snapdragon_695,4.0,128.0,5000.0,Yes,6.67,120.0,48.0,3.0,8.0,1.0,No,33,Yes,Yes,No,No,Yes,8.0,2.2,1080.0,2400.0,Punch Hole,12.0,74.0,Other,snapdragon,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,19980,Android,Snapdragon_732,6.0,128.0,5020.0,Yes,6.67,120.0,108.0,1.0,16.0,1.0,Yes,33,Yes,No,No,No,Yes,8.0,2.3,1080.0,2400.0,Punch Hole,11.0,82.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
iQOO,35990,Android,Snapdragon_870,12.0,256.0,4400.0,Yes,6.62,120.0,48.0,3.0,16.0,1.0,Yes,66,Yes,Yes,No,Yes,No,8.0,3.2,1080.0,2400.0,Punch Hole,12.0,85.0,Other,snapdragon,Premium,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme,15999,Android,Helio_95,4.0,128.0,5000.0,Yes,6.4,60.0,64.0,1.0,16.0,1.0,Yes,30,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,11.0,78.0,Realme,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Samsung,41999,Android,Exynos_990,8.0,128.0,4000.0,Yes,6.2,120.0,64.0,3.0,10.0,1.0,Yes,25,Yes,No,No,Yes,No,8.0,2.73,1440.0,3200.0,Punch Hole,10.0,88.0,Samsung,exynos,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Xiaomi,25999,Android,Dimensity_8200,8.0,128.0,5500.0,Yes,6.67,120.0,48.0,3.0,20.0,1.0,Yes,67,Yes,Yes,No,Yes,Yes,8.0,3.1,1440.0,3200.0,Punch Hole,12.0,83.0,Xiaomi,dimensity,Premium,4-8 GB,32-256 GB,5000-10000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Motorola,7990,Android,Helio_37,3.0,32.0,5000.0,Yes,6.5,90.0,16.0,3.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,1.8,720.0,1600.0,Punch Hole,12.0,65.0,Other,helio,Budget,1-4 GB,1-32 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,14-40 mp,1-8 mp,0-2 GHz,640-1080 Width,1480-2160 Height,60-70 rating
OnePlus,29990,Android,Dimensity_1300,8.0,128.0,4500.0,Yes,6.43,90.0,50.0,3.0,32.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,84.0,Other,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,27990,Android,Snapdragon_7 Gen1,8.0,128.0,4500.0,Yes,6.43,90.0,50.0,1.0,16.0,1.0,Yes,65,Yes,Yes,No,No,No,8.0,2.36,1080.0,2460.0,Punch Hole,12.0,83.0,OPPO,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
POCO,29999,Android,Snapdragon_8,8.0,128.0,5500.0,Yes,6.67,120.0,64.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,Yes,Yes,8.0,3.2,1440.0,3200.0,Punch Hole,12.0,84.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,5000-10000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
OPPO,8999,Android,Helio_22,4.0,64.0,4230.0,Yes,6.52,60.0,13.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,11.0,68.0,OPPO,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
POCO,13999,Android,Helio_96,8.0,128.0,5000.0,Yes,6.43,90.0,64.0,3.0,16.0,1.0,Yes,33,Yes,No,No,No,Yes,8.0,2.05,1080.0,2400.0,Punch Hole,11.0,81.0,Other,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme Narzo,11499,Android,Helio_85,4.0,64.0,6000.0,Yes,6.5,60.0,50.0,3.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,11.0,71.0,Other,helio,Mid-Range,1-4 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Asus,39999,Android,Snapdragon_888,8.0,128.0,6000.0,Yes,6.78,144.0,64.0,3.0,24.0,1.0,Yes,65,Yes,Yes,No,Yes,No,8.0,2.9,1080.0,2448.0,No Notch,12.0,87.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,5000-10000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme,27999,Android,Snapdragon_778,8.0,128.0,4300.0,Yes,6.43,120.0,64.0,3.0,32.0,1.0,Yes,65,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2400.0,Punch Hole,12.0,84.0,Realme,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Samsung,24499,Android,Dimensity_720,6.0,128.0,5000.0,Yes,6.5,90.0,48.0,1.0,13.0,1.0,Yes,15,Yes,Yes,No,Yes,No,8.0,2.4,720.0,1600.0,Water Drop Notch,11.0,79.0,Samsung,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Nubia,60999,Android,Snapdragon_8 Gen2,12.0,256.0,5000.0,Yes,6.8,120.0,50.0,3.0,16.0,1.0,Yes,165,Yes,Yes,No,Yes,No,8.0,3.2,1116.0,2480.0,No Notch,12.0,86.0,Other,snapdragon,Flagship,8-18 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,3-4 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Samsung,110999,Android,Snapdragon_888,12.0,256.0,4400.0,Yes,7.6,120.0,50.0,1.0,16.0,1.0,Yes,25,Yes,Yes,No,Yes,No,8.0,2.84,1768.0,2208.0,Punch Hole,11.0,89.0,Samsung,snapdragon,Luxury,8-18 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,1440-2460 Width,2160-3840 Height,80-90 rating
LG,54999,Android,Snapdragon_765,8.0,128.0,4000.0,Yes,6.8,60.0,50.0,1.0,16.0,1.0,Yes,0,Yes,Yes,No,Yes,No,8.0,2.4,1080.0,2460.0,No Notch,12.0,89.0,Other,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,16490,Android,Snapdragon_720,6.0,64.0,5020.0,Yes,6.67,60.0,64.0,1.0,32.0,1.0,Yes,33,Yes,No,No,No,Yes,8.0,2.3,1080.0,2400.0,Punch Hole,10.0,80.0,Xiaomi,snapdragon,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v5-v10,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Samsung,24990,Android,Snapdragon_720,6.0,128.0,4500.0,Yes,6.5,90.0,64.0,1.0,32.0,1.0,Yes,25,Yes,No,No,No,No,8.0,2.3,1080.0,2400.0,Punch Hole,11.0,83.0,Samsung,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Nokia,1299,Android,Other_Unknown,0.0,0.0,800.0,No,1.77,60.0,50.0,1.0,16.0,1.0,Yes,0,No,No,No,No,No,8.0,2.4,120.0,160.0,No Notch,12.0,80.0,Other,Other,Budget,0-1 GB,0-1 GB,800-3000 mAh,0-50W,v10-v16,1-4 inches,40-60 mp,8-16 mp,2-3 GHz,120-640 Width,160-640 Height,70-80 rating
Vivo,25000,Android,Snapdragon_425,3.0,16.0,3360.0,Yes,6.0,60.0,13.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,4.0,1.4,720.0,1440.0,No Notch,8.1,80.0,Vivo,snapdragon,Mid-Range,1-4 GB,1-32 GB,3000-5000 mAh,0-50W,v5-v10,4-6 inches,5-14 mp,1-8 mp,0-2 GHz,640-1080 Width,640-1480 Height,70-80 rating
Lyf,1999,Android,Snapdragon_8909,1.0,8.0,2000.0,Yes,4.5,60.0,5.0,1.0,2.0,1.0,Yes,0,Yes,No,No,No,No,4.0,1.1,480.0,854.0,No Notch,6.0,80.0,Other,snapdragon,Budget,0-1 GB,1-32 GB,800-3000 mAh,0-50W,v5-v10,4-6 inches,2-5 mp,1-8 mp,0-2 GHz,120-640 Width,640-1480 Height,70-80 rating
Samsung,9950,Android,Helio_35,3.0,64.0,5000.0,Yes,6.5,60.0,13.0,2.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,12.0,66.0,Samsung,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
OPPO,12999,Android,Dimensity_810,8.0,128.0,5000.0,Yes,6.56,60.0,13.0,2.0,8.0,1.0,Yes,0,Yes,Yes,No,No,No,8.0,2.4,720.0,1612.0,Water Drop Notch,12.0,75.0,OPPO,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
OPPO,19999,Android,Helio_99,8.0,256.0,5000.0,Yes,6.67,120.0,50.0,3.0,16.0,1.0,Yes,66,Yes,No,No,Yes,No,8.0,2.2,1080.0,2400.0,Punch Hole,13.0,83.0,OPPO,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,32999,Android,Snapdragon_778,8.0,256.0,5000.0,Yes,6.73,120.0,50.0,3.0,32.0,1.0,Yes,120,Yes,Yes,No,Yes,No,8.0,2.5,1080.0,2412.0,Punch Hole,12.0,84.0,OPPO,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Nokia,28498,Android,Snapdragon_695,6.0,128.0,4500.0,Yes,6.58,120.0,50.0,3.0,8.0,1.0,Yes,20,Yes,Yes,No,Yes,No,8.0,2.2,1080.0,2400.0,Water Drop Notch,12.0,81.0,Other,snapdragon,Premium,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,15998,Android,Helio_35,4.0,128.0,5000.0,Yes,6.56,60.0,50.0,1.0,8.0,1.0,Yes,33,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,12.0,71.0,OPPO,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Nokia,3749,Android,Other_Unknown,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Unknown,12.0,80.0,Other,Other,Budget,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Motorola Edge,59990,Android,Snapdragon_8 Gen2,8.0,128.0,4800.0,Yes,6.7,165.0,50.0,3.0,60.0,1.0,Yes,125,Yes,Yes,No,Yes,No,8.0,3.2,1080.0,2460.0,Punch Hole,12.0,89.0,Other,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,40-60 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OPPO,16990,Android,Snapdragon_695,6.0,128.0,5000.0,Yes,6.59,120.0,64.0,3.0,16.0,1.0,Yes,67,Yes,Yes,No,No,No,8.0,2.2,1080.0,2412.0,Punch Hole,12.0,78.0,OPPO,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
iQOO,27999,Android,Snapdragon_778,12.0,256.0,4700.0,Yes,6.44,90.0,64.0,3.0,16.0,1.0,No,66,Yes,Yes,No,No,No,8.0,2.4,1080.0,2404.0,Water Drop Notch,12.0,82.0,Other,snapdragon,Premium,8-18 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Nokia,13499,Android,Unisoc_606,6.0,128.0,5050.0,Yes,6.5,90.0,50.0,3.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,1.6,720.0,1600.0,Water Drop Notch,11.0,75.0,Other,unisoc,Mid-Range,4-8 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,0-2 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Samsung,16499,Android,Other_2,6.0,128.0,5000.0,Yes,6.6,60.0,50.0,1.0,8.0,1.0,Yes,25,Yes,No,No,No,No,8.0,2.4,1080.0,2408.0,Water Drop Notch,12.0,78.0,Samsung,Other,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
OPPO,10999,Android,Helio_35,4.0,64.0,4230.0,Yes,6.52,60.0,13.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,11.0,66.0,OPPO,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Xiaomi,13990,Android,Snapdragon_680,4.0,64.0,6000.0,Yes,6.7,60.0,50.0,2.0,5.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,11.0,71.0,Xiaomi,snapdragon,Mid-Range,1-4 GB,32-256 GB,5000-10000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Tecno,9999,Android,Helio_85,4.0,64.0,5000.0,Yes,6.6,90.0,48.0,3.0,32.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,1080.0,2460.0,Water Drop Notch,12.0,74.0,Other,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Realme,31994,Android,Dimensity_8100,8.0,128.0,5000.0,Yes,6.7,120.0,50.0,3.0,16.0,1.0,Yes,80,Yes,Yes,No,Yes,No,8.0,2.85,1080.0,2412.0,Punch Hole,12.0,83.0,Realme,dimensity,Premium,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Xiaomi,24820,Android,Dimensity_920,6.0,128.0,4500.0,Yes,6.67,120.0,108.0,3.0,16.0,1.0,Yes,120,Yes,Yes,No,No,Yes,8.0,2.5,2400.0,1080.0,Punch Hole,11.0,83.0,Xiaomi,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,60-200 mp,8-16 mp,2-3 GHz,1440-2460 Width,640-1480 Height,80-90 rating
iQOO,22990,Android,Snapdragon_870,8.0,128.0,4700.0,Yes,6.62,120.0,64.0,3.0,16.0,1.0,No,80,Yes,Yes,No,No,No,8.0,3.2,1080.0,2400.0,Punch Hole,12.0,83.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v10-v16,6-9 inches,60-200 mp,8-16 mp,3-4 GHz,640-1080 Width,2160-3840 Height,80-90 rating
iQOO,59990,Android,Snapdragon_8 Gen1,8.0,256.0,4700.0,Yes,6.78,120.0,50.0,3.0,16.0,1.0,Yes,120,Yes,Yes,No,Yes,No,8.0,2.4,1440.0,3200.0,Punch Hole,12.0,88.0,Other,snapdragon,Flagship,4-8 GB,32-256 GB,3000-5000 mAh,80-240W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,80-90 rating
Realme Narzo,8999,Android,Unisoc_9863,4.0,64.0,5000.0,Yes,6.5,60.0,8.0,1.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,1.6,720.0,1600.0,Water Drop Notch,11.0,62.0,Other,unisoc,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,0-2 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Xiaomi,10499,Android,Helio_35,6.0,128.0,5000.0,Yes,6.53,60.0,13.0,2.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,11.0,72.0,Xiaomi,helio,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,70-80 rating
Jio,7499,Pragati OS,Other_215,3.0,32.0,3000.0,Yes,5.5,60.0,13.0,1.0,8.0,1.0,Yes,0,Yes,No,No,No,No,4.0,1.3,720.0,1440.0,No Notch,12.0,80.0,Other,Other,Budget,1-4 GB,1-32 GB,800-3000 mAh,0-50W,v10-v16,4-6 inches,5-14 mp,1-8 mp,0-2 GHz,640-1080 Width,640-1480 Height,70-80 rating
Xiaomi,9990,Android,Helio_85,4.0,64.0,4000.0,Yes,6.3,60.0,48.0,1.0,13.0,1.0,Yes,18,Yes,No,No,No,Yes,8.0,2.4,1080.0,2340.0,Water Drop Notch,11.0,75.0,Xiaomi,helio,Budget,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Xiaomi,12490,Android,Dimensity_700,4.0,128.0,5000.0,Yes,6.5,90.0,48.0,3.0,8.0,1.0,Yes,18,Yes,Yes,No,No,Yes,8.0,2.2,1080.0,2400.0,Punch Hole,11.0,76.0,Xiaomi,dimensity,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,13990,Android,Helio_80,4.0,64.0,5000.0,Yes,6.51,60.0,13.0,3.0,8.0,1.0,Yes,18,Yes,No,No,No,No,8.0,2.4,720.0,1600.0,Water Drop Notch,11.0,69.0,Vivo,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Samsung,17990,Android,Dimensity_700,6.0,128.0,5000.0,Yes,6.6,90.0,48.0,3.0,8.0,1.0,Yes,15,Yes,Yes,No,No,No,8.0,2.2,1080.0,2408.0,Water Drop Notch,11.0,79.0,Samsung,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,1-8 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Vivo,24999,Android,Dimensity_800,8.0,128.0,4000.0,Yes,6.44,90.0,64.0,3.0,44.0,1.0,Yes,33,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Water Drop Notch,11.0,83.0,Vivo,dimensity,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,60-200 mp,40-60 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
Realme,21999,Android,Snapdragon_720,8.0,128.0,4500.0,Yes,6.4,60.0,64.0,1.0,32.0,1.0,Yes,65,Yes,No,No,No,No,8.0,2.3,1080.0,2400.0,Punch Hole,10.0,85.0,Realme,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,50-80W,v5-v10,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,640-1080 Width,2160-3840 Height,80-90 rating
OnePlus,19999,Android,Snapdragon_690,8.0,128.0,4300.0,Yes,6.55,90.0,48.0,3.0,16.0,1.0,No,30,Yes,No,No,No,No,8.0,2.4,1080.0,2400.0,Punch Hole,10.0,77.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Samsung,99999,Android,Exynos_990,12.0,128.0,5000.0,Yes,6.9,60.0,108.0,1.0,40.0,1.0,Yes,45,Yes,Yes,No,Yes,No,8.0,2.73,1440.0,3200.0,Punch Hole,10.0,80.0,Samsung,exynos,Flagship,8-18 GB,32-256 GB,3000-5000 mAh,0-50W,v5-v10,6-9 inches,60-200 mp,16-40 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,70-80 rating
Apple,109900,iOS,Bionic_13,4.0,64.0,3500.0,Yes,6.5,60.0,12.0,3.0,12.0,1.0,No,18,Yes,No,No,Yes,No,6.0,2.65,1242.0,2688.0,Large Notch,13.0,77.0,Apple,bionic,Luxury,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,8-16 mp,2-3 GHz,1080-1440 Width,2160-3840 Height,70-80 rating
Apple,52990,iOS,Other_1024,3.0,32.0,2230.0,No,4.7,60.0,13.0,1.0,7.0,1.0,Yes,0,Yes,No,No,No,No,4.0,2.37,750.0,1334.0,No Notch,12.0,80.0,Apple,bionic,Flagship,1-4 GB,1-32 GB,800-3000 mAh,0-50W,v10-v16,4-6 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,640-1480 Height,70-80 rating
Namotel,99,Android,Other_1,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,No,No,No,No,No,8.0,2.4,1080.0,2400.0,Unknown,12.0,80.0,Other,Other,Budget,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Sony,19990,Android,Snapdragon_4,8.0,128.0,5000.0,Yes,6.5,120.0,50.0,2.0,16.0,1.0,Yes,33,Yes,No,No,Yes,No,8.0,2.4,1080.0,2400.0,No Notch,13.0,80.0,Other,snapdragon,Mid-Range,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
Samsung,11499,Android,Helio_35,4.0,128.0,5000.0,Yes,6.5,60.0,13.0,2.0,5.0,1.0,Yes,0,Yes,No,No,No,No,8.0,2.3,720.0,1600.0,Water Drop Notch,12.0,69.0,Samsung,helio,Mid-Range,1-4 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,5-14 mp,1-8 mp,2-3 GHz,640-1080 Width,1480-2160 Height,60-70 rating
Eunity,699,Android,Other_3,6.0,128.0,5000.0,Yes,6.58,90.0,50.0,1.0,16.0,1.0,Yes,0,No,No,No,No,No,8.0,2.4,1080.0,2400.0,Unknown,12.0,80.0,Other,Other,Budget,4-8 GB,32-256 GB,3000-5000 mAh,0-50W,v10-v16,6-9 inches,40-60 mp,8-16 mp,2-3 GHz,640-1080 Width,2160-3840 Height,70-80 rating
